Countries,Year,ΔTotal,Δcement_CS/cement_consumption(volume),Δcement_consumption(volume)/cement_production,Δcement_production/GDP,ΔGDP/Population,ΔPopulation/energy_consumption,Δenergy_consumption
Argentina,2001,-0.00037213899999999356,0.01073622532501342,-0.0111083643250134,0.08937088402259916,-0.10687890980947998,0.05589153278817134,-0.038383507001290944
Argentina,2002,0.05193967200000005,-0.025189175496196602,-0.05391823096610214,1.7680412163591417,-1.6543691771936309,0.08454166222811095,-0.0671666229313228
Argentina,2003,-0.008281082000000106,0.0064609842744557415,-0.01474206627445558,-0.4374275429037441,0.4204921993499567,-0.09717042285557431,0.11410576640936185
Argentina,2004,-0.010754723999999882,-0.01448038469900092,0.003725660699001172,-0.4160041754687653,0.39944476806507756,-0.07737793843712182,0.0939373458408096
Argentina,2005,0.0025065879999999208,-0.0028462932379809246,0.00535288123798112,-0.3060219278808469,0.2892092412025156,-0.08323966005444722,0.10005234673277844
Argentina,2006,0.7653537030000002,-0.23259145863608274,0.023245707595207145,0.6625583507652579,0.291590203898326,-0.07469727197792753,0.09524817135521899
Argentina,2007,0.28001283,0.06408098426514117,0.019832629599861394,-0.34093357506359584,0.51156499796677,-0.08224385689723783,0.10771165012906092
Argentina,2008,0.25155507499999974,0.0052836916888413955,-0.008052853666332842,-0.3865192794736134,0.6130858550128977,-0.007877496182322244,0.035635157620529996
Argentina,2009,0.245801347,-0.00025658375687166225,-0.038256324663674894,0.5351777648986266,-0.28176095507953186,0.1189167069973652,-0.08801926139591365
Argentina,2010,0.178647663,0.034256959388055515,-0.005680014229546746,-0.6347115833649073,0.7764521202408516,-0.10640880479430644,0.11473898575985296
Argentina,2011,-0.9061381909999997,0.5613587403534077,0.09925950251940957,-2.2111394666152684,0.6112604344613357,-0.04704774450156239,0.08017034278267716
Argentina,2012,-0.30536135200000025,-0.03722384709945014,-0.08841417532879968,-0.24699255255565689,0.04126570822331904,-0.06316471129246462,0.08916822605305194
Argentina,2013,0.16573179200000032,-0.1116980402781299,0.04628985323965198,0.20670625847295782,-0.0004079159451579246,-0.05844950242912071,0.08329113893979921
Argentina,2014,-0.10183238600000033,0.030057482419156636,-0.0383017204912914,0.013813536632416152,-0.13216557100017412,0.024763886439892527,0.0
Argentina,2015,-0.04553334299999978,0.020127227796637163,0.013697257854697123,-0.3456956187588942,0.24284827692785335,-0.013235862462656518,0.03672537564236386
Argentina,2016,0.009741600999999989,0.008586495915070427,0.0011551050849294045,0.1396536843934838,-0.16250114518804656,0.03492105159972341,-0.01207359080516059
Argentina,2017,0.12566222499999968,-0.06269810521885952,0.001914443194638978,-0.13353770460237288,0.2968733217689773,0.02311026985761481,0.0
Argentina,2018,0.08640109900000015,0.1007752580841491,0.008774276370648443,0.4532707869315374,-0.5001346691975784,0.043417149469950955,-0.019701702658707215
Argentina,2019,-0.15337405699999973,-0.007517934154048705,0.006741247073082292,0.21275351264218803,-0.388204646114756,0.15664528784077839,-0.13379152428724347
Argentina,2020,-0.16591098999999998,0.09461673385668408,-0.012803314550396959,0.07141183422750619,-0.3399022273761095,0.15977859221824856,-0.13901260837593254
Argentina,2021,0.28079672199999983,-0.1840881099800489,0.013009436140976438,-0.06412920797182593,0.4951955487525157,-0.21198947711726143,0.23279853217564414
Argentina,2022,0.14785500399999973,-0.015612548088710286,2.0805646618284703e-06,-0.45758644554244704,0.5987134596863879,-0.059458836930862895,0.08179729431097105
Australia,1991,-0.018035304999999946,0.1592238745723962,-0.004529018142565782,-0.2267465295878721,0.03893427532489589,0.02466319977801759,-0.009581106944871638
Australia,1992,-0.01768663199999998,0.16902360147844403,-0.04571937498211577,-0.139384483524648,-0.01465416449912804,-0.0057493891691975845,0.01879717869664532
Australia,1993,0.022674890000000003,-0.023766114879288282,0.027603828370379415,0.06789325890027872,-0.05944483676434328,-0.014263973650941302,0.02465272802391447
Australia,1994,0.14554176600000002,-0.07298130968876286,0.10970547385426857,0.0667647576694564,0.030008279506767828,-0.03600027392128689,0.04804483857955734
Australia,1995,-0.13284216400000015,-0.06095032301298053,-0.0718918409870196,-0.1653158998958401,0.1513139783588294,-0.0416083447111395,0.05561026624815062
Australia,1996,0.01041446200000018,-0.04064897134216049,0.002193258540833187,-0.054420199269929435,0.08875867224956145,-0.019512858872509482,0.0340445606942048
Australia,1997,0.03502498999999992,0.0020972174486663326,-0.005494191527376989,-0.06161253381463452,0.08683581274133714,-0.014973387099162296,0.02817207225117036
Australia,1998,-0.04006122599999995,-0.08238361558625949,-0.03091788318628928,0.1781356357833111,-0.11702813955810457,-0.01805992262225216,0.030192699169594814
Australia,1999,0.03598443200000001,-0.07265409330447353,0.006600856056354613,0.1328987830778591,-0.04415549074914263,-0.034472099791765395,0.04776647671116775
Australia,2000,0.09957868800000003,0.03392401967865802,0.057076301244895766,-0.07585244868098946,0.06975339668048665,0.006465260197227164,0.008212158879721517
Australia,2001,-0.03018316500000018,0.04306376293298059,-0.0732469279329806,0.12109365020067456,-0.1380130820668174,0.0057520302041192285,0.011167401662024035
Australia,2002,0.15072448900000013,0.011134118640873481,0.13044283559750994,-0.048242611397475266,0.04172966270281144,-0.010234303470224825,0.025894786926505108
Australia,2003,0.04771121700000003,-0.027437036665488846,-0.01037060186512775,-0.16121054568205956,0.22973917720864073,-0.004264289730199766,0.02125451373423526
Australia,2004,0.13476364799999985,0.023501080344737905,0.11126256765526227,-0.4281938574184203,0.4114334955912797,-0.033607464041819086,0.05036782586895979
Australia,2005,0.07973133700000012,-0.11087722251350035,-0.006732251036402425,-0.010146866252141767,0.18709245281263076,0.013785904225743132,0.006609319763670699
Australia,2006,0.1381764459999999,0.10977792211979007,0.028398523880209754,-0.13031507307816603,0.1062430481152891,-0.0515548100687734,0.07562683503165035
Australia,2007,0.152169051,0.06695150594313069,0.042822367392999015,-0.21443441072058209,0.22162717164807863,-0.007983781211028336,0.043186197947402506
Australia,2008,0.1655519390000002,-0.027108095482873986,0.14776217953331838,-0.3960972725341536,0.39916007444671653,0.007453620687333983,0.034381432349658764
Australia,2009,-0.12581851900000007,0.06470251192012863,-0.14518585047083798,0.22553310579775748,-0.314310744993373,0.07427305791940618,-0.030830599173081726
Australia,2010,0.04903714199999998,0.12700058084440485,0.13515357087138938,-0.6534343828387437,0.40811203007734065,0.03220534304560917,0.0
Australia,2011,0.07031087400000002,-0.02343989367063082,0.018131452769761063,-0.3433967099799934,0.38942297968021095,-0.039860510375108196,0.06945355557575991
Australia,2012,0.041479279999999896,0.03139503425666102,0.010084245743339467,-0.2211850108438622,0.1830258687781539,0.0695527619127979,-0.03139361984708987
Australia,2013,0.09884383699999999,0.08281361705989808,0.06910583149072905,-0.09588002522242607,0.003981959706552636,0.01044963436212004,0.028372819603125335
Australia,2014,0.18505606100000005,-0.10252166803320908,0.12222046361597239,0.3364956514031319,-0.20688720329333565,0.01869017078948388,0.017058646517955918
Australia,2015,0.11696640800000013,-0.01545542822318204,-0.005367622850701366,0.34904534628148437,-0.24793409618387746,-0.02139668719611607,0.05807489617239223
Australia,2016,0.0779291259999999,0.03278986574109503,0.017430231510043973,0.3261897488800896,-0.33981260319681456,0.0367497380826669,0.004582144982919428
Australia,2017,0.08410112799999991,-0.03748366539194259,0.09332362530037784,-0.228671659325386,0.21202089683386693,0.04963431845658833,-0.004722387873504889
Australia,2018,-0.034769826999999864,0.8529812160959156,-1.02607279265941,-0.06713137129805691,0.1642829401016003,0.003275971271401664,0.03789420948854942
Australia,2019,-0.025843276000000248,0.044796080967071446,0.010612440648262481,-0.01367718791469293,-0.1077879632605613,-0.051282088398637383,0.09149544195855747
Australia,2020,-0.02338166500000005,0.05827674208781953,0.0013365774379991756,0.04429096968448835,-0.16055304577014395,0.18926672667344566,-0.15599963511360815
Australia,2021,0.32006970300000015,-0.888539066195698,1.1499988094136668,-0.39220551483130617,0.4468105567497434,-0.005933841710138375,0.009938759573732305
Australia,2022,-0.10782720000000001,1.0281667719029675,-1.195617778550393,-0.18360472072623818,0.20566764664596318,-0.08847355827126892,0.1260344389989691
Austria,1991,-0.003473054999999947,-0.06852263677000613,0.0,0.013964586287992409,0.03925042650630392,-0.045531398168867795,0.057365967144577874
Austria,1992,-0.026244433999999872,-0.02973928590844264,0.0,-0.1317229346972901,0.12233664712632097,0.03145970471347145,-0.018578565234059423
Austria,1993,0.02274911099999999,0.043845162344290464,0.0,0.007393564734139954,-0.03812695632842233,-0.008913676411106092,0.018551016661097892
Austria,1994,0.21184981400000003,-0.01996370944791121,0.21658275796813947,-0.07050155054814206,0.08079400719461362,0.015081542592823582,-0.010143233759523609
Austria,1995,0.05097330899999997,-0.022345600854864256,0.07331890985486444,-0.23968638833514083,0.237516436778684,-0.06376215329020074,0.06593210484665749
Austria,1996,0.021274177999999866,0.3342431396313005,0.05790105794499892,-0.34785191563088075,-0.02498066479968351,0.0019625608542646745,0.0
Austria,1997,0.07224549300000005,0.00535921215183817,0.0754290643413376,0.15467992966843433,-0.16492249748873808,-0.032010197579722344,0.033709981906849984
Austria,1998,0.125356024,0.09982665872374015,0.02635943672797565,-0.04139698599217738,0.03881312324122525,-0.021751081491360288,0.023504872790596706
Austria,1999,0.0015174229999999067,0.060820997284627976,-0.10193561223791456,0.05027452368176901,-0.010877211741541604,-0.03277877702903906,0.03601350304209829
Austria,2000,0.020367009000000103,0.09733497436802023,-0.05564945978080061,0.1400308484644615,-0.16537351552469054,-0.007886778896246288,0.011910940369255907
Austria,2001,-0.017974932,0.07167411089462718,-0.047029576818582386,-0.044477399380423395,-0.0045527341768650306,-0.05194648004442452,0.05835714752566802
Austria,2002,0.024181108000000062,-0.0529059461011466,0.026663203961080437,-0.08721367966529867,0.12938322524767823,0.008254304557686684,0.0
Austria,2003,0.05546523800000003,0.06883077290637504,0.000719413302054629,-0.3602755314946741,0.3378241865331444,-0.015000953454328215,0.023367350207428427
Austria,2004,0.023015494999999886,-0.01828690388897007,0.001077939447513421,-0.2043993576926563,0.23372416198445306,-0.012682420445010436,0.02358207559467039
Austria,2005,0.07141439599999999,-0.25141348755059345,0.007305831781253792,0.230015203260373,0.07321785883114247,-0.023431835452677317,0.03572082513050109
Austria,2006,0.017987675999999952,0.08663478027775777,-0.11345989193017482,-0.06964578489181648,0.10531092556247254,0.02127073813800737,-0.012123091156246588
Austria,2007,0.012548605000000101,-0.033404609686187005,-0.08398358228783218,-0.14242417980448124,0.2663187542052484,0.05575291417975121,-0.049710691606498665
Austria,2008,-0.023226968000000126,-0.029418667287248443,-0.03154309311528432,-0.15647646009215432,0.18839280096578453,-0.03148080948477072,0.03729926101367279
Austria,2009,0.019428012000000106,0.22475451164632315,0.04243365589800736,-0.11278336983180248,-0.13984071132993842,0.06738807874419131,-0.06252415312678013
Austria,2010,0.005235250999999996,0.07901175539542842,0.09098235913846905,-0.12010646901913867,-0.04914569872522585,-0.05844662387127567,0.0629399280817426
Austria,2011,0.001514859000000035,-0.07237677855105316,-0.0007513906117813114,-0.1046185494996322,0.17294968689982027,0.10824265477474608,-0.10193076401209893
Austria,2012,0.0035895089999999907,0.04033346141863994,-0.04856607667824708,0.11119805231559507,-0.10792506177780703,-0.06851926774986578,0.07706840147168435
Austria,2013,-0.016242918999999967,-0.008505417346577396,0.021858376438121975,-0.12215728475181054,0.08154735468153598,0.023598134834474656,-0.012584082855744848
Austria,2014,-0.014770686000000088,-0.049527115228210135,-0.013219419419223864,-0.004661729128981123,0.038153857589357354,0.09117981235127189,-0.07669609216421339
Austria,2015,0.006208027000000005,-0.04015697468612848,-0.03403684554254463,0.3527298794450529,-0.29305463585141417,0.020726603635033976,0.0
Austria,2016,0.021586955000000074,0.02388857882289147,0.037760770131789474,-0.1064868352836631,0.046279871845126046,-0.04431963183264735,0.06446420131650313
Austria,2017,0.04618204400000003,-0.1206909095687212,-0.013146447516506083,0.08004855530182556,0.08679637603866365,-0.02514281646138648,0.03831728620612434
Austria,2018,-0.004319045000000132,-0.06344253307421753,-0.07378828541195287,-0.03309231304521521,0.1566636760026363,0.04808244646672626,-0.03874203593797698
Austria,2019,0.05371289899999998,0.03192630115719621,0.0788672811050999,-0.01219235482199122,-0.05352495553700411,-0.08171638516422706,0.09035301226092599
Austria,2020,-0.14984690499999997,0.3032876120441946,-0.5028304956376421,0.09079465371177632,-0.048959249736009375,0.13497595937062515,-0.12711538475294393
Austria,2021,0.17577382800000008,-0.3831456046389709,0.5603306944856453,-0.1860130480445456,0.1762982802004382,-0.004886228559053306,0.013189734556486138
Austria,2022,0.07523249399999976,0.05389301798007114,-0.05257888311550748,0.10965295504347111,-0.05517144050787212,0.13478869579804736,-0.1153518511982104
Azerbaijan,1991,-0.00790534000000001,0.00714015792094757,-1.9879574653749075e-11,0.08283756948844401,-0.10044473197803701,0.010934368044690612,-0.008372703456165663
Azerbaijan,1992,-0.018965339999999997,0.015249321437328068,1.847790520586951e-11,0.41077071222714995,-0.44769067623002673,0.030624773841975414,-0.027919471294904623
Azerbaijan,1993,-0.024303082000000004,0.020916606956568672,0.0,-0.2435533079078915,0.19595097773862408,0.024249271981966,-0.021866630769267214
Azerbaijan,1994,-0.014459381999999993,0.010699510090575686,0.0,0.012752473711860456,-0.03977215165250934,0.012563191440261433,-0.01070240559018822
Azerbaijan,1995,-0.03640641200000001,0.0659415285030304,0.0,-0.18121514823508936,0.07757635052689234,0.008740157511079651,-0.007449300305913046
Azerbaijan,1996,0.009453175000000008,-0.044885043817871444,0.043547102824875034,-0.016284038202834764,0.026072121725932606,0.021850348215923063,-0.02084731574602447
Azerbaijan,1997,0.015344367999999997,-0.025939070915591632,0.002794958855867596,0.013855677776324678,0.0235578534106143,0.005920552986501324,-0.004845604113716269
Azerbaijan,1998,0.0056893299999999924,-0.008905843883104302,0.06945171566236295,-0.06892848150054653,0.012913021935071692,-0.001524753290323756,0.002683671076539887
Azerbaijan,1999,0.003220872999999999,0.0005593429146715543,0.003292815585877464,-0.004413760076894191,0.002671676133276405,0.003892723184702011,-0.0027819247416332434
Azerbaijan,2000,0.01318988800000001,0.008274985763348676,0.004914902236651361,-0.018929535184164237,0.017823136250896324,-0.007585459341476809,0.008691858274744727
Azerbaijan,2001,0.016733315999999998,-0.01954635531098001,-0.10751615361389785,0.13193706889453577,0.01069978101332459,0.007525482285565528,-0.0063665072685479916
Azerbaijan,2002,0.059164875000000006,-0.023468487548965692,-0.0073235023099065665,0.07347469123652241,0.01509331471117314,0.0054798105558517855,-0.00409095164467514
Azerbaijan,2003,0.04157168299999997,-0.0040137677046148765,0.003367678962905134,0.005581641657312566,0.03483703121156067,-0.018422259770277928,0.020221358643114466
Azerbaijan,2004,0.13322775200000003,-0.0029546453436361452,0.0260100226614646,0.05356177478218919,0.053801644729048685,-0.03425529092059491,0.03706424609152867
Azerbaijan,2005,0.08553330799999997,0.0017963606351300131,0.051572358247474054,-0.1509993533431131,0.17873305231751382,-0.03328316924614177,0.037714059389136974
Azerbaijan,2006,0.051404969999999994,-0.005893567877718393,0.03055709887737734,-0.20458599381533618,0.22580291298124475,0.013976403432926476,-0.00845188359849383
Azerbaijan,2007,0.04440849499999999,0.005539155372187327,0.015331765039663159,-0.22676944596150284,0.24406036685587648,0.05503262537272909,-0.04878597167895326
Azerbaijan,2008,0.08114918199999999,-0.006811658090378597,0.12448522783284038,-0.27611117708803584,0.22671250396429196,0.0016243582888057831,0.011249927092476273
Azerbaijan,2009,-0.07493276599999998,0.04589530488966735,0.01171208563869853,-0.07215831722416867,-0.07317813458614628,0.10967729245561741,-0.09688099717366844
Azerbaijan,2010,-0.010879970999999933,0.022172617087270863,-0.029694912436324352,-0.10542754514500044,0.09523830735350955,0.019180065693212987,-0.012348503552668491
Azerbaijan,2011,0.05925618799999999,-0.014615435111918557,0.009149222263818585,-0.0670308307523661,0.1239625991360353,-0.07690210681540746,0.08469273927983838
Azerbaijan,2012,0.14354584599999998,-0.02388301848182587,-0.056991945087662046,0.1860863693808453,0.02906858592678499,-0.003768710404227674,0.013034564666085192
Azerbaijan,2013,0.12672614999999998,-0.009988848199168352,0.0074108175121311475,0.07737171560543636,0.04115390934503449,-0.019527337857759938,0.030305893594326203
Azerbaijan,2014,0.019182460999999984,0.008264920885377822,-0.2138480738547669,0.21164934489359244,0.0017844521586209631,-0.004736675428794879,0.01606849234597064
Azerbaijan,2015,-0.296229992,0.14145223613621077,-0.36792598103414836,0.1953610525056399,-0.2741675805508379,-0.0548323194378599,0.0638826003809953
Azerbaijan,2016,-0.057993603999999976,0.03914793747027589,-0.00856052757461077,0.11123000594486934,-0.20642617229318014,0.01623765374803659,-0.00962250129539079
Azerbaijan,2017,0.0007399609999999557,-0.12739285926924654,-0.010658606079374236,0.09582470852743817,0.03743615528116613,0.014846765184847246,-0.0093162026448308
Azerbaijan,2018,0.04488246100000004,-0.045028945894468306,-1.7631826754462008e-05,0.006565558355340217,0.07828563003255751,-0.014141653477001234,0.019219503810326315
Azerbaijan,2019,-0.007437440000000017,-0.015667828474467203,0.0007238230606783266,-0.00598003896339645,0.008363175790914007,-0.0234713528584604,0.02859478144473162
Azerbaijan,2020,-0.04346080699999999,0.05248235730491797,-0.052670408897241436,0.02671628623631041,-0.07395446293326555,-0.0048810174145724325,0.008846438703851036
Azerbaijan,2021,-0.03963003499999995,-0.012941254574116426,-0.0594070921169239,-0.10182395989965154,0.13216900984872684,-0.02927783168990739,0.03165109343187246
Azerbaijan,2022,-0.010914449000000048,-0.014410755062226357,-0.014089362607139288,-0.16850947566993507,0.18589252228655584,0.0002026220527447933,0.0
Bangladesh,1991,0.036287295,0.03617905159010227,0.059018213053013434,-0.052973003188735004,-0.011548137569336158,0.016546499110482168,-0.010935327995526625
Bangladesh,1992,0.019476298000000003,0.019103613560724292,0.0026932259745856783,-0.009944668475611254,0.0017728367532883914,-0.01770858117241293,0.02355987135942582
Bangladesh,1993,0.066359318,-0.0141724847816939,0.07790470356452692,-0.013548855155018935,0.009298698681686562,-0.029755455067331522,0.036632710757830846
Bangladesh,1994,-0.257454811,0.2681925113294125,-0.5300271175086972,6.378638990997417e-06,-0.00028821438248013216,-0.010535320792966516,0.01519695171574044
Bangladesh,1995,0.341963813,-0.34296938710410263,0.6849332001041026,-0.031774182794838825,0.026681483155535663,-0.040482829601113435,0.0455755292404166
Bangladesh,1996,0.13857468600000006,0.11376334236611928,-0.43415535218412143,0.34881179538121815,0.10059967444856847,-0.004242290693034569,0.013797516681250455
Bangladesh,1997,0.15707880799999996,0.05455123290554571,-0.09543562567924284,0.1715345715054908,0.014043750258904433,-0.02141535054446456,0.0338002295537662
Bangladesh,1998,0.4937381419999999,-0.11424210238990566,0.568278213936563,0.004232905369409338,0.016690290869837858,-0.05027800126273637,0.06905683547683157
Bangladesh,1999,-0.8538325259999999,0.7409167009593334,-1.6360075901776392,0.021873678308182348,0.0047708710091659045,-0.002158154312674731,0.016771968213632256
Bangladesh,2000,0.8555419450000001,-0.5189014667893704,1.3506994661638314,-0.006901817795955747,0.01609323686296014,-0.03369733123295502,0.048249857791489416
Bangladesh,2001,0.7093203889999999,-0.05281475903764563,-1.8440055507212099,2.587636485745062,-0.0118502450189855,-0.18305964394739324,0.21341410198017205
Bangladesh,2002,0.23406804799999992,0.17252561332148425,0.06363528256299117,-0.030320896055764764,-0.010677060351916255,0.03890510852320602,0.0
Bangladesh,2003,-0.16465214800000005,0.08195803061333021,-0.2466101786133303,-0.2016548453063186,0.16445847723718898,-0.07394474740968154,0.11114111547881103
Bangladesh,2004,0.12415426899999993,0.004560436565985722,0.11959383243401409,-0.16682308864827555,0.13177320108409657,-0.10335541840028065,0.13840530596445996
Bangladesh,2005,0.7590403560000003,0.004566697088468517,0.7043095293499176,-0.11430577720108935,0.12601647379199646,-0.15501503691737245,0.1934684698880797
Bangladesh,2006,0.12866350199999976,0.11598294690967649,0.012680555090323696,-0.09838400022514804,0.06212051370166401,-0.21703001927365723,0.2532935057971411
Bangladesh,2007,0.08345449599999988,0.05745472870999205,0.02599976729000737,-0.32053102250446963,0.2879268987817409,-0.0501168927445399,0.082721016467268
Bangladesh,2008,0.6076937020000002,-0.5132891156213706,-1.1944273479788394,1.8316761442323515,0.45320436781710954,-0.14585109338838084,0.17638074693913125
Bangladesh,2009,0.2800860529999998,-0.06994955396427834,-0.35916332180040483,0.2743796228004764,0.40058521093540744,-0.336505814207418,0.37073990923621597
Bangladesh,2010,0.7660022780000002,-0.026475730301049553,0.1866262872840207,0.08751980505889936,0.468064262539729,-0.0486904654869936,0.09895811890539483
Bangladesh,2011,0.3511667550000004,0.11581335828777876,-0.08614875538569136,-0.22249159613725272,0.4833994897092397,-0.36273090877063974,0.4233251672965654
Bangladesh,2012,0.5314756229999995,0.1650434016956678,0.25345185682867954,-0.08136955307456858,0.12707140696115835,-0.3572611710266925,0.4245396816157558
Bangladesh,2013,0.45976031600000056,0.036590435751173336,-0.2392365932904055,-0.03429883606448386,0.6218531685141695,-0.1439540402771357,0.2188061813666815
Bangladesh,2014,-2.2385468530000003,0.009748599070467257,-2.312594894726304,-0.6367128973233855,0.6395070869595617,-0.15792526220401118,0.21943051522367027
Bangladesh,2015,4.143582167,-0.8089077876695053,2.095538281054445,2.163513605902995,0.6252443939180545,-1.0170194784990194,1.0852131522930295
